Machine ID,Availability,Performance,Quality,OEE,Availability Loss,Performance Loss,Quality Loss,Dominant Loss,Description,Typical Downtime
CNC_Milling_9,100.0,93.2,98.71,92.0,0.0,6.8,1.29,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_19,100.0,93.69,97.85,91.68,0.0,6.31,2.15,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_9,100.0,95.0,98.33,93.42,0.0,5.0,1.67,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_17,100.0,93.51,97.87,91.52,0.0,6.49,2.13,No Significant Loss,No Fault / Normal Operation,0
Press_Line_13,100.0,96.58,98.91,95.53,0.0,3.42,1.09,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_19,100.0,93.69,97.85,91.68,0.0,6.31,2.15,No Significant Loss,No Fault / Normal Operation,0
Press_Line_13,100.0,96.58,98.91,95.53,0.0,3.42,1.09,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_17,100.0,93.51,97.87,91.52,0.0,6.49,2.13,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_9,100.0,95.0,98.33,93.42,0.0,5.0,1.67,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_10,100.0,95.74,97.9,93.72,0.0,4.26,2.1,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_10,100.0,95.74,97.9,93.72,0.0,4.26,2.1,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_5,100.0,96.1,98.12,94.29,0.0,3.9,1.88,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_5,100.0,96.1,98.12,94.29,0.0,3.9,1.88,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_13,100.0,96.15,97.41,93.65,0.0,3.85,2.59,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_13,100.0,96.15,97.41,93.65,0.0,3.85,2.59,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_10,100.0,95.16,99.4,94.59,0.0,4.84,0.6,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_10,100.0,95.16,99.4,94.59,0.0,4.84,0.6,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_19,100.0,95.73,98.89,94.67,0.0,4.27,1.11,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_11,100.0,95.27,98.78,94.11,0.0,4.73,1.22,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_11,100.0,95.27,98.78,94.11,0.0,4.73,1.22,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_19,100.0,95.73,98.89,94.67,0.0,4.27,1.11,No Significant Loss,No Fault / Normal Operation,0
Press_Line_7,100.0,95.48,98.81,94.35,0.0,4.52,1.19,No Significant Loss,No Fault / Normal Operation,0
Press_Line_7,100.0,95.48,98.81,94.35,0.0,4.52,1.19,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_3,100.0,94.63,97.79,92.55,0.0,5.37,2.21,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_3,100.0,94.63,97.79,92.55,0.0,5.37,2.21,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_17,100.0,93.91,97.46,91.52,0.0,6.09,2.54,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_1,100.0,95.26,97.97,93.32,0.0,4.74,2.03,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_1,100.0,95.26,97.97,93.32,0.0,4.74,2.03,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_17,100.0,93.91,97.46,91.52,0.0,6.09,2.54,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_3,100.0,96.07,97.73,93.88,0.0,3.93,2.27,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_3,100.0,96.07,97.73,93.88,0.0,3.93,2.27,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_17,100.0,95.41,99.72,95.14,0.0,4.59,0.28,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_17,100.0,95.41,99.72,95.14,0.0,4.59,0.28,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_10,100.0,94.12,98.8,93.0,0.0,5.88,1.2,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_18,100.0,94.9,98.97,93.92,0.0,5.1,1.03,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_18,100.0,94.9,98.97,93.92,0.0,5.1,1.03,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_10,100.0,94.12,98.8,93.0,0.0,5.88,1.2,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_7,100.0,95.26,98.31,93.65,0.0,4.74,1.69,No Significant Loss,No Fault / Normal Operation,0
Press_Line_15,100.0,96.08,98.63,94.76,0.0,3.92,1.37,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_19,100.0,96.0,98.61,94.67,0.0,4.0,1.39,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_12,100.0,94.16,97.94,92.22,0.0,5.84,2.06,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_7,100.0,95.26,98.31,93.65,0.0,4.74,1.69,No Significant Loss,No Fault / Normal Operation,0
Press_Line_15,100.0,96.08,98.63,94.76,0.0,3.92,1.37,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_12,100.0,94.16,97.94,92.22,0.0,5.84,2.06,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_19,100.0,96.0,98.61,94.67,0.0,4.0,1.39,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_10,100.0,96.02,97.9,94.01,0.0,3.98,2.1,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_10,100.0,96.02,97.9,94.01,0.0,3.98,2.1,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_1,100.0,95.91,96.97,93.0,0.0,4.09,3.03,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_1,100.0,95.91,96.97,93.0,0.0,4.09,3.03,No Significant Loss,No Fault / Normal Operation,0
Press_Line_20,100.0,97.5,97.65,95.21,0.0,2.5,2.35,No Significant Loss,No Fault / Normal Operation,0
Press_Line_20,100.0,97.5,97.65,95.21,0.0,2.5,2.35,No Significant Loss,No Fault / Normal Operation,0
Press_Line_17,100.0,97.19,97.43,94.69,0.0,2.81,2.57,No Significant Loss,No Fault / Normal Operation,0
Press_Line_17,100.0,97.19,97.43,94.69,0.0,2.81,2.57,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_2,100.0,93.66,99.18,92.89,0.0,6.34,0.82,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_2,100.0,93.66,99.18,92.89,0.0,6.34,0.82,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_17,100.0,94.31,97.47,91.92,0.0,5.69,2.53,No Significant Loss,No Fault / Normal Operation,0
Press_Line_13,100.0,97.0,98.7,95.74,0.0,3.0,1.3,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_16,100.0,94.93,97.66,92.71,0.0,5.07,2.34,No Significant Loss,No Fault / Normal Operation,0
Press_Line_13,100.0,97.0,98.7,95.74,0.0,3.0,1.3,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_16,100.0,94.93,97.66,92.71,0.0,5.07,2.34,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_17,100.0,94.31,97.47,91.92,0.0,5.69,2.53,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_14,100.0,95.33,97.08,92.55,0.0,4.67,2.92,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_14,100.0,95.33,97.08,92.55,0.0,4.67,2.92,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_12,100.0,96.69,97.2,93.98,0.0,3.31,2.8,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_12,100.0,96.69,97.2,93.98,0.0,3.31,2.8,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_13,100.0,95.59,99.71,95.32,0.0,4.41,0.29,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_13,100.0,95.59,99.71,95.32,0.0,4.41,0.29,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_10,100.0,94.12,99.6,93.75,0.0,5.88,0.4,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_10,100.0,94.12,99.6,93.75,0.0,5.88,0.4,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_17,100.0,94.7,97.06,91.92,0.0,5.3,2.94,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_17,100.0,94.7,97.06,91.92,0.0,5.3,2.94,No Significant Loss,No Fault / Normal Operation,0
Press_Line_3,100.0,97.12,97.86,95.04,0.0,2.88,2.14,No Significant Loss,No Fault / Normal Operation,0
Press_Line_3,100.0,97.12,97.86,95.04,0.0,2.88,2.14,No Significant Loss,No Fault / Normal Operation,0
Press_Line_6,100.0,97.1,97.0,94.19,0.0,2.9,3.0,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_5,100.0,97.13,97.07,94.29,0.0,2.87,2.93,No Significant Loss,No Fault / Normal Operation,0
Press_Line_6,100.0,97.1,97.0,94.19,0.0,2.9,3.0,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_5,100.0,97.13,97.07,94.29,0.0,2.87,2.93,No Significant Loss,No Fault / Normal Operation,0
Press_Line_20,100.0,97.92,97.23,95.21,0.0,2.08,2.77,No Significant Loss,No Fault / Normal Operation,0
Press_Line_20,100.0,97.92,97.23,95.21,0.0,2.08,2.77,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_9,100.0,94.0,99.15,93.2,0.0,6.0,0.85,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_9,100.0,94.0,99.15,93.2,0.0,6.0,0.85,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_10,100.0,94.88,98.42,93.38,0.0,5.12,1.58,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_10,100.0,94.88,98.42,93.38,0.0,5.12,1.58,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_8,100.0,96.31,98.26,94.64,0.0,3.69,1.74,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_15,100.0,95.41,97.79,93.3,0.0,4.59,2.21,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_15,100.0,95.41,97.79,93.3,0.0,4.59,2.21,No Significant Loss,No Fault / Normal Operation,0
Press_Line_19,100.0,96.52,98.29,94.88,0.0,3.48,1.71,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_11,100.0,95.0,97.5,92.62,0.0,5.0,2.5,No Significant Loss,No Fault / Normal Operation,0
Press_Line_4,100.0,96.96,98.59,95.6,0.0,3.04,1.41,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_8,100.0,96.31,98.26,94.64,0.0,3.69,1.74,No Significant Loss,No Fault / Normal Operation,0
Press_Line_19,100.0,96.52,98.29,94.88,0.0,3.48,1.71,No Significant Loss,No Fault / Normal Operation,0
Press_Line_4,100.0,96.96,98.59,95.6,0.0,3.04,1.41,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_11,100.0,95.0,97.5,92.62,0.0,5.0,2.5,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_4,100.0,96.87,97.12,94.08,0.0,3.13,2.88,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_4,100.0,96.87,97.12,94.08,0.0,3.13,2.88,No Significant Loss,No Fault / Normal Operation,0
Press_Line_3,100.0,97.59,97.16,94.81,0.0,2.41,2.84,No Significant Loss,No Fault / Normal Operation,0
Press_Line_3,100.0,97.59,97.16,94.81,0.0,2.41,2.84,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_10,100.0,94.5,99.6,94.12,0.0,5.5,0.4,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_2,100.0,96.07,99.74,95.82,0.0,3.93,0.26,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_10,100.0,94.5,99.6,94.12,0.0,5.5,0.4,No Significant Loss,No Fault / Normal Operation,0
Press_Line_16,100.0,96.07,99.74,95.82,0.0,3.93,0.26,No Significant Loss,No Fault / Normal Operation,0
Press_Line_16,100.0,96.07,99.74,95.82,0.0,3.93,0.26,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_2,100.0,96.07,99.74,95.82,0.0,3.93,0.26,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_19,100.0,96.53,98.62,95.2,0.0,3.47,1.38,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_11,100.0,95.0,97.92,93.02,0.0,5.0,2.08,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_11,100.0,96.14,98.49,94.69,0.0,3.86,1.51,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_11,100.0,95.0,97.92,93.02,0.0,5.0,2.08,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_11,100.0,96.14,98.49,94.69,0.0,3.86,1.51,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_19,100.0,96.53,98.62,95.2,0.0,3.47,1.38,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_13,100.0,96.7,97.99,94.76,0.0,3.3,2.01,No Significant Loss,No Fault / Normal Operation,0
Press_Line_12,100.0,97.0,98.2,95.25,0.0,3.0,1.8,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_3,100.0,95.68,97.45,93.24,0.0,4.32,2.55,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_3,100.0,95.68,97.45,93.24,0.0,4.32,2.55,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_13,100.0,96.7,97.99,94.76,0.0,3.3,2.01,No Significant Loss,No Fault / Normal Operation,0
Press_Line_12,100.0,97.0,98.2,95.25,0.0,3.0,1.8,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_5,100.0,96.88,98.13,95.07,0.0,3.12,1.87,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_5,100.0,96.88,98.13,95.07,0.0,3.12,1.87,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_6,100.0,97.08,97.45,94.6,0.0,2.92,2.55,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_5,100.0,97.13,97.61,94.81,0.0,2.87,2.39,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_5,100.0,97.13,97.61,94.81,0.0,2.87,2.39,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_6,100.0,97.08,97.45,94.6,0.0,2.92,2.55,No Significant Loss,No Fault / Normal Operation,0
Press_Line_8,100.0,98.06,97.16,95.28,0.0,1.94,2.84,No Significant Loss,No Fault / Normal Operation,0
Press_Line_8,100.0,98.06,97.16,95.28,0.0,1.94,2.84,No Significant Loss,No Fault / Normal Operation,0
Press_Line_16,100.0,96.33,99.47,95.82,0.0,3.67,0.53,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_13,100.0,94.77,99.22,94.03,0.0,5.23,0.78,No Significant Loss,No Fault / Normal Operation,0
Press_Line_16,100.0,96.33,99.47,95.82,0.0,3.67,0.53,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_13,100.0,94.77,99.22,94.03,0.0,5.23,0.78,No Significant Loss,No Fault / Normal Operation,0
Press_Line_17,100.0,96.74,99.53,96.28,0.0,3.26,0.47,No Significant Loss,No Fault / Normal Operation,0
Press_Line_17,100.0,96.74,99.53,96.28,0.0,3.26,0.47,No Significant Loss,No Fault / Normal Operation,0
Press_Line_2,100.0,97.21,99.13,96.37,0.0,2.79,0.87,No Significant Loss,No Fault / Normal Operation,0
Press_Line_2,100.0,97.21,99.13,96.37,0.0,2.79,0.87,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_16,100.0,95.3,98.44,93.82,0.0,4.7,1.56,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_16,100.0,95.3,98.44,93.82,0.0,4.7,1.56,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_17,100.0,95.1,97.49,92.71,0.0,4.9,2.51,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_17,100.0,95.1,97.49,92.71,0.0,4.9,2.51,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_16,100.0,95.68,97.67,93.45,0.0,4.32,2.33,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_16,100.0,95.68,97.67,93.45,0.0,4.32,2.33,No Significant Loss,No Fault / Normal Operation,0
Press_Line_19,100.0,97.35,97.18,94.6,0.0,2.65,2.82,No Significant Loss,No Fault / Normal Operation,0
Press_Line_19,100.0,97.35,97.18,94.6,0.0,2.65,2.82,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_18,100.0,94.65,99.6,94.27,0.0,5.35,0.4,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_9,100.0,94.4,99.58,94.0,0.0,5.6,0.42,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_7,100.0,95.58,99.66,95.26,0.0,4.42,0.34,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_6,100.0,96.25,99.71,95.98,0.0,3.75,0.29,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_9,100.0,94.4,99.58,94.0,0.0,5.6,0.42,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_18,100.0,94.65,99.6,94.27,0.0,5.35,0.4,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_7,100.0,95.58,99.66,95.26,0.0,4.42,0.34,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_6,100.0,96.25,99.71,95.98,0.0,3.75,0.29,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_1,100.0,95.91,98.99,94.94,0.0,4.09,1.01,No Significant Loss,No Fault / Normal Operation,0
Press_Line_7,100.0,96.33,99.12,95.48,0.0,3.67,0.88,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_1,100.0,95.91,98.99,94.94,0.0,4.09,1.01,No Significant Loss,No Fault / Normal Operation,0
Press_Line_7,100.0,96.33,99.12,95.48,0.0,3.67,0.88,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_4,100.0,96.12,98.29,94.47,0.0,3.88,1.71,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_11,100.0,96.43,98.5,94.98,0.0,3.57,1.5,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_11,100.0,96.43,98.5,94.98,0.0,3.57,1.5,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_4,100.0,96.12,98.29,94.47,0.0,3.88,1.71,No Significant Loss,No Fault / Normal Operation,0
Press_Line_7,100.0,96.9,97.95,94.92,0.0,3.1,2.05,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_7,100.0,97.14,98.12,95.31,0.0,2.86,1.88,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_7,100.0,97.14,98.12,95.31,0.0,2.86,1.88,No Significant Loss,No Fault / Normal Operation,0
Press_Line_7,100.0,96.9,97.95,94.92,0.0,3.1,2.05,No Significant Loss,No Fault / Normal Operation,0
Press_Line_13,100.0,97.84,98.06,95.95,0.0,2.16,1.94,No Significant Loss,No Fault / Normal Operation,0
Press_Line_13,100.0,97.84,98.06,95.95,0.0,2.16,1.94,No Significant Loss,No Fault / Normal Operation,0
Press_Line_13,100.0,97.84,98.06,95.95,0.0,2.16,1.94,No Significant Loss,No Fault / Normal Operation,0
Press_Line_14,100.0,97.65,97.93,95.62,0.0,2.35,2.07,No Significant Loss,No Fault / Normal Operation,0
Press_Line_14,100.0,97.65,97.93,95.62,0.0,2.35,2.07,No Significant Loss,No Fault / Normal Operation,0
Press_Line_13,100.0,97.84,98.06,95.95,0.0,2.16,1.94,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_6,100.0,96.52,99.43,95.98,0.0,3.48,0.57,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_6,100.0,96.52,99.43,95.98,0.0,3.48,0.57,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_20,100.0,95.47,98.44,93.98,0.0,4.53,1.56,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_17,100.0,95.1,98.33,93.51,0.0,4.9,1.67,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_17,100.0,95.1,98.33,93.51,0.0,4.9,1.67,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_20,100.0,95.47,98.44,93.98,0.0,4.53,1.56,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_4,100.0,96.45,97.95,94.47,0.0,3.55,2.05,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_10,100.0,96.89,98.22,95.16,0.0,3.11,1.78,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_4,100.0,96.45,97.95,94.47,0.0,3.55,2.05,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_10,100.0,96.89,98.22,95.16,0.0,3.11,1.78,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_9,100.0,96.9,97.39,94.37,0.0,3.1,2.61,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_9,100.0,96.9,97.39,94.37,0.0,3.1,2.61,No Significant Loss,No Fault / Normal Operation,0
Press_Line_6,100.0,97.63,97.29,94.99,0.0,2.37,2.71,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_3,100.0,97.43,97.2,94.7,0.0,2.57,2.8,No Significant Loss,No Fault / Normal Operation,0
Press_Line_6,100.0,97.63,97.29,94.99,0.0,2.37,2.71,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_3,100.0,97.43,97.2,94.7,0.0,2.57,2.8,No Significant Loss,No Fault / Normal Operation,0
Press_Line_11,100.0,98.1,97.22,95.38,0.0,1.9,2.78,No Significant Loss,No Fault / Normal Operation,0
Press_Line_11,100.0,98.1,97.22,95.38,0.0,1.9,2.78,No Significant Loss,No Fault / Normal Operation,0
Press_Line_13,100.0,98.26,97.43,95.74,0.0,1.74,2.57,No Significant Loss,No Fault / Normal Operation,0
Press_Line_13,100.0,98.26,97.43,95.74,0.0,1.74,2.57,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_19,100.0,94.89,99.58,94.49,0.0,5.11,0.42,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_19,100.0,94.89,99.58,94.49,0.0,5.11,0.42,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_1,100.0,95.91,99.66,95.58,0.0,4.09,0.34,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_5,100.0,94.46,99.56,94.05,0.0,5.54,0.44,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_1,100.0,95.91,99.66,95.58,0.0,4.09,0.34,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_5,100.0,94.46,99.56,94.05,0.0,5.54,0.44,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_11,100.0,95.0,99.58,94.6,0.0,5.0,0.42,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_11,100.0,95.0,99.58,94.6,0.0,5.0,0.42,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_17,100.0,96.75,99.17,95.94,0.0,3.25,0.83,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_17,100.0,96.75,99.17,95.94,0.0,3.25,0.83,No Significant Loss,No Fault / Normal Operation,0
Press_Line_16,100.0,97.35,98.17,95.57,0.0,2.65,1.83,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_3,100.0,97.16,98.03,95.25,0.0,2.84,1.97,No Significant Loss,No Fault / Normal Operation,0
Press_Line_14,100.0,97.65,98.39,96.08,0.0,2.35,1.61,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_3,100.0,97.16,98.03,95.25,0.0,2.84,1.97,No Significant Loss,No Fault / Normal Operation,0
Press_Line_20,100.0,97.92,98.51,96.46,0.0,2.08,1.49,No Significant Loss,No Fault / Normal Operation,0
Press_Line_14,100.0,97.65,98.39,96.08,0.0,2.35,1.61,No Significant Loss,No Fault / Normal Operation,0
Press_Line_20,100.0,97.92,98.51,96.46,0.0,2.08,1.49,No Significant Loss,No Fault / Normal Operation,0
Press_Line_16,100.0,97.35,98.17,95.57,0.0,2.65,1.83,No Significant Loss,No Fault / Normal Operation,0
Press_Line_20,100.0,98.12,98.09,96.25,0.0,1.88,1.91,No Significant Loss,No Fault / Normal Operation,0
Press_Line_20,100.0,98.12,98.09,96.25,0.0,1.88,1.91,No Significant Loss,No Fault / Normal Operation,0
Press_Line_15,100.0,97.91,97.05,95.02,0.0,2.09,2.95,No Significant Loss,No Fault / Normal Operation,0
Press_Line_3,100.0,98.05,97.41,95.51,0.0,1.95,2.59,No Significant Loss,No Fault / Normal Operation,0
Press_Line_3,100.0,98.05,97.41,95.51,0.0,1.95,2.59,No Significant Loss,No Fault / Normal Operation,0
Press_Line_15,100.0,97.91,97.05,95.02,0.0,2.09,2.95,No Significant Loss,No Fault / Normal Operation,0
Press_Line_2,100.0,98.48,97.22,95.74,0.0,1.52,2.78,No Significant Loss,No Fault / Normal Operation,0
Press_Line_2,100.0,98.48,97.22,95.74,0.0,1.52,2.78,No Significant Loss,No Fault / Normal Operation,0
Press_Line_9,100.0,97.01,99.5,96.52,0.0,2.99,0.5,No Significant Loss,No Fault / Normal Operation,0
Press_Line_16,100.0,96.84,99.48,96.33,0.0,3.16,0.52,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_15,100.0,96.27,99.34,95.63,0.0,3.73,0.66,No Significant Loss,No Fault / Normal Operation,0
Press_Line_16,100.0,96.84,99.48,96.33,0.0,3.16,0.52,No Significant Loss,No Fault / Normal Operation,0
Press_Line_9,100.0,97.01,99.5,96.52,0.0,2.99,0.5,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_15,100.0,96.27,99.34,95.63,0.0,3.73,0.66,No Significant Loss,No Fault / Normal Operation,0
Press_Line_15,100.0,97.12,98.92,96.08,0.0,2.88,1.08,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_18,100.0,95.78,98.43,94.27,0.0,4.22,1.57,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_18,100.0,95.78,98.43,94.27,0.0,4.22,1.57,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_7,100.0,97.14,98.93,96.09,0.0,2.86,1.07,No Significant Loss,No Fault / Normal Operation,0
Press_Line_15,100.0,97.12,98.92,96.08,0.0,2.88,1.08,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_7,100.0,97.14,98.93,96.09,0.0,2.86,1.07,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_10,100.0,96.38,97.67,94.12,0.0,3.62,2.33,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_19,100.0,97.33,98.36,95.73,0.0,2.67,1.64,No Significant Loss,No Fault / Normal Operation,0
Assembly_Line_19,100.0,97.33,98.36,95.73,0.0,2.67,1.64,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_10,100.0,96.38,97.67,94.12,0.0,3.62,2.33,No Significant Loss,No Fault / Normal Operation,0
Press_Line_17,100.0,97.87,98.14,96.06,0.0,2.13,1.86,No Significant Loss,No Fault / Normal Operation,0
Press_Line_17,100.0,97.87,98.14,96.06,0.0,2.13,1.86,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_6,100.0,96.72,97.12,93.94,0.0,3.28,2.88,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_6,100.0,96.72,97.12,93.94,0.0,3.28,2.88,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_20,100.0,95.47,99.61,95.09,0.0,4.53,0.39,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_10,100.0,95.62,99.61,95.25,0.0,4.38,0.39,No Significant Loss,No Fault / Normal Operation,0
CNC_Milling_6,100.0,95.68,99.64,95.33,0.0,4.32,0.36,No Significant Loss,No Fault / Normal Operation,0
