Date,Machine ID,Shift,Planned Time (min),Downtime (min),Total Parts Produced,Defective Parts,Ideal Cycle Time (min/unit),Error Code,Operator ID,Availability,Performance,Quality,OEE
25-04-2026,CNC_Milling_15,Morning,480,0,282,7,1.69,DT-00,OP-062,100.0,99.29,97.52,96.82
02-05-2026,CNC_Milling_17,Night,480,16,229,12,1.91,DT-06,OP-008,96.67,94.27,94.76,86.35
06-07-2026,Assembly_Line_2,Morning,480,0,388,4,1.22,DT-00,OP-108,100.0,98.62,98.97,97.6
14-06-2026,Assembly_Line_9,Afternoon,480,75,256,7,1.52,DT-01,OP-085,84.38,96.08,97.27,78.85
11-05-2026,Press_Line_20,Night,480,0,445,9,1.0,DT-00,OP-063,100.0,92.71,97.98,90.83
27-04-2026,Assembly_Line_17,Night,480,0,347,1,1.29,DT-00,OP-004,100.0,93.26,99.71,92.99
01-07-2026,Press_Line_16,Afternoon,480,0,386,8,1.22,DT-00,OP-064,100.0,98.11,97.93,96.08
24-06-2026,Assembly_Line_14,Afternoon,480,5,262,22,1.67,DT-07,OP-101,98.96,92.11,91.6,83.5
22-04-2026,CNC_Milling_6,Morning,480,0,279,5,1.67,DT-00,OP-087,100.0,97.07,98.21,95.33
24-06-2026,Press_Line_10,Night,480,48,394,2,1.01,DT-01,OP-084,90.0,92.12,99.49,82.48
19-04-2026,CNC_Milling_11,Night,480,0,246,1,1.9,DT-00,OP-023,100.0,97.38,99.59,96.98
06-07-2026,Press_Line_4,Afternoon,480,2,380,3,1.09,DT-04,OP-076,99.58,86.65,99.21,85.61
25-04-2026,Assembly_Line_13,Morning,480,0,349,7,1.33,DT-00,OP-009,100.0,96.7,97.99,94.76
12-05-2026,CNC_Milling_8,Afternoon,480,12,272,3,1.55,DT-04,OP-088,97.5,90.09,98.9,86.86
29-06-2026,CNC_Milling_15,Morning,480,0,283,2,1.69,DT-00,OP-006,100.0,99.64,99.29,98.94
01-07-2026,Press_Line_12,Afternoon,480,0,376,9,1.2,DT-00,OP-022,100.0,94.0,97.61,91.75
15-07-2026,CNC_Milling_4,Night,480,0,285,5,1.58,DT-00,OP-018,100.0,93.81,98.25,92.17
29-04-2026,Assembly_Line_11,Night,480,229,168,4,1.39,DT-01,OP-011,52.29,93.04,97.62,47.49
17-04-2026,Press_Line_1,Morning,480,27,349,26,1.26,DT-06,OP-054,94.38,97.07,92.55,84.79
14-07-2026,Assembly_Line_12,Afternoon,480,36,318,3,1.3,DT-02,OP-058,92.5,93.11,99.06,85.31
08-06-2026,Press_Line_16,Morning,480,39,349,8,1.22,DT-01,OP-079,91.88,96.55,97.71,86.67
28-04-2026,Assembly_Line_1,Afternoon,480,0,285,2,1.55,DT-00,OP-016,100.0,92.03,99.3,91.39
23-06-2026,Press_Line_7,Night,480,0,346,6,1.36,DT-00,OP-029,100.0,98.03,98.27,96.33
15-06-2026,Assembly_Line_10,Night,480,45,291,2,1.38,DT-02,OP-020,90.62,92.32,99.31,83.09
13-07-2026,Assembly_Line_15,Afternoon,480,0,294,8,1.52,DT-00,OP-007,100.0,93.1,97.28,90.57
08-07-2026,CNC_Milling_4,Afternoon,480,0,285,5,1.58,DT-00,OP-114,100.0,93.81,98.25,92.17
14-06-2026,Press_Line_3,Morning,480,44,366,9,1.11,DT-03,OP-063,90.83,93.18,97.54,82.56
21-06-2026,Press_Line_8,Morning,480,14,338,4,1.03,DT-05,OP-026,97.08,74.71,98.82,71.67
12-07-2026,Assembly_Line_18,Afternoon,480,0,285,2,1.56,DT-00,OP-031,100.0,92.62,99.3,91.98
08-06-2026,Assembly_Line_16,Morning,480,0,300,5,1.5,DT-00,OP-063,100.0,93.75,98.33,92.19
23-04-2026,Assembly_Line_17,Afternoon,480,0,369,5,1.29,DT-00,OP-050,100.0,99.17,98.64,97.82
03-06-2026,Press_Line_9,Afternoon,480,90,316,3,1.17,DT-02,OP-043,81.25,94.8,99.05,76.29
03-05-2026,Press_Line_3,Night,480,101,317,8,1.11,DT-01,OP-059,78.96,92.84,97.48,71.46
09-06-2026,Press_Line_11,Afternoon,480,0,415,3,1.09,DT-00,OP-102,100.0,94.24,99.28,93.56
07-07-2026,CNC_Milling_20,Morning,480,171,170,1,1.79,DT-01,OP-110,64.38,98.48,99.41,63.02
22-06-2026,CNC_Milling_12,Morning,480,148,168,4,1.86,DT-01,OP-095,69.17,94.12,97.62,63.55
18-05-2026,Press_Line_16,Afternoon,480,0,368,10,1.22,DT-00,OP-020,100.0,93.53,97.28,90.99
29-06-2026,Assembly_Line_18,Morning,480,0,284,8,1.56,DT-00,OP-094,100.0,92.3,97.18,89.7
20-06-2026,Press_Line_3,Afternoon,480,0,414,10,1.11,DT-00,OP-106,100.0,95.74,97.58,93.43
29-04-2026,CNC_Milling_9,Afternoon,480,0,241,1,1.92,DT-00,OP-094,100.0,96.4,99.59,96.0
08-06-2026,Press_Line_14,Morning,480,0,417,12,1.08,DT-00,OP-003,100.0,93.82,97.12,91.12
17-06-2026,Assembly_Line_3,Afternoon,480,0,350,6,1.31,DT-00,OP-075,100.0,95.52,98.29,93.88
20-04-2026,CNC_Milling_10,Afternoon,480,55,224,5,1.8,DT-03,OP-048,88.54,94.87,97.77,82.12
06-07-2026,CNC_Milling_10,Night,480,190,149,4,1.8,DT-01,OP-043,60.42,92.48,97.32,54.37
23-06-2026,Press_Line_3,Afternoon,480,0,407,12,1.11,DT-00,OP-070,100.0,94.12,97.05,91.34
29-06-2026,Assembly_Line_11,Morning,480,15,324,4,1.39,DT-03,OP-120,96.88,96.85,98.77,92.67
24-04-2026,CNC_Milling_13,Night,480,0,250,3,1.77,DT-00,OP-060,100.0,92.19,98.8,91.08
05-07-2026,Press_Line_3,Afternoon,480,0,420,9,1.11,DT-00,OP-072,100.0,97.12,97.86,95.04
13-05-2026,Press_Line_9,Afternoon,480,0,381,6,1.17,DT-00,OP-097,100.0,92.87,98.43,91.41
30-06-2026,Assembly_Line_16,Night,480,0,313,3,1.5,DT-00,OP-046,100.0,97.81,99.04,96.88
21-05-2026,CNC_Milling_13,Night,480,0,250,3,1.77,DT-00,OP-058,100.0,92.19,98.8,91.08
18-06-2026,CNC_Milling_13,Night,480,8,241,5,1.77,DT-04,OP-069,98.33,90.38,97.93,87.02
24-05-2026,CNC_Milling_9,Night,480,0,243,5,1.92,DT-00,OP-114,100.0,97.2,97.94,95.2
25-04-2026,Press_Line_13,Afternoon,480,0,452,3,1.01,DT-00,OP-010,100.0,95.11,99.34,94.48
